[Line 1] heheh enjoy my tyler...
[Line 3] [Output:5553]: [PART] Workspace.Camera.WindPart | Size: 600, 150, 2
[Line 38210] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.RightLowerArm | Size: 0.7435998916625977, 0.7019877433776855, 0.7329528331756592
[Line 38211] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.RightHand | Size: 0.7721599340438843, 1.0598701238632202, 0.8443289995193481
[Line 38212] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.LeftLowerArm | Size: 0.7435998916625977, 0.7019877433776855, 0.7329528331756592
[Line 38213] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.LeftFoot | Size: 0.7912912964820862, 0.44856202602386475, 1.1945922374725342
[Line 38214] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.RightFoot | Size: 0.7912907004356384, 0.4485623836517334, 1.1945918798446655
[Line 38215] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.RightUpperLeg | Size: 0.6673920750617981, 1.3174556493759155, 0.8240075707435608
[Line 38216] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.Weapon1_1 | Size: 0.10000000149011612, 3, 0.5
[Line 38217] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.Accessory2_1 | Size: 0.05000000074505806, 0.05000000074505806, 0.05000000074505806
[Line 38218] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Ravenna Legionnaire.Accessory1_1 | Size: 0.05000000074505806, 0.05000000074505806, 0.05000000074505806
[Line 38220] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.Head | Size: 2, 1, 1
[Line 38221] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.UpperTorso | Size: 1.9974559545516968, 1.837510585784912, 1.1106884479522705
[Line 38222] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.LowerTorso | Size: 1.6519598960876465, 0.5001040697097778, 0.9984074234962463
[Line 38223] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.RightUpperArm | Size: 0.6641272306442261, 1.0686529874801636, 0.8128910064697266
[Line 38224] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.LeftUpperArm | Size: 0.6641272306442261, 1.0686529874801636, 0.8128907680511475
[Line 38225] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.LeftHand | Size: 0.7627726793289185, 0.9388239979743958, 0.7475496530532837
[Line 38226] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.LeftUpperLeg | Size: 0.6673920750617981, 1.3174556493759155, 0.8240074515342712
[Line 38227] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.RightUpperLeg | Size: 0.6673920750617981, 1.3174556493759155, 0.8240075707435608
[Line 38228] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Secundus Keos.Hair1 | Size: 0.05000000074505806, 0.05000000074505806, 0.05000000074505806
[Line 38230] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cosconia Aurelius.UpperTorso | Size: 1.9974559545516968, 1.837510585784912, 1.1106884479522705
[Line 38231] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cosconia Aurelius.LeftLowerLeg | Size: 0.710610032081604, 0.9041048288345337, 0.8819679617881775
[Line 38233] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.Head | Size: 2, 1, 1
[Line 38234] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.UpperTorso | Size: 1.9974559545516968, 1.837510585784912, 1.1106884479522705
[Line 38235] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.LowerTorso | Size: 1.6519598960876465, 0.5001040697097778, 0.9984074234962463
[Line 38236] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.RightUpperArm | Size: 0.6641272306442261, 1.0686529874801636, 0.8128910064697266
[Line 38237] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.RightLowerArm | Size: 0.8137836456298828, 0.9094314575195312, 0.8621160984039307
[Line 38238] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.LeftFoot | Size: 0.7912912964820862, 0.44856202602386475, 1.1945922374725342
[Line 38239] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.RavennaCastleRaidDeaths.Cominia Augur.RightFoot | Size: 0.7912907004356384, 0.4485623836517334, 1.1945918798446655
[Line 39012] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Harpoon.Blade | Size: 2.88167667388916, 0.5565768480300903, 5.4029693603515625
[Line 39013] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Harpoon.Part | Size: 1.391440749168396, 0.27828842401504517, 0.8348649144172668
[Line 39014] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Harpoon.Base | Size: 19.2018985748291, 0.5565768480300903, 0.5565764307975769
[Line 39015] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Glider.Part1 | Size: 4.774746894836426, 0.8877778053283691, 8.709224700927734
[Line 39016] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Glider.Part2 | Size: 5.4018683433532715, 0.9729890823364258, 9.155653953552246
[Line 39017] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Glider.Part3 | Size: 2.891072988510132, 0.2903151512145996, 2.929702043533325
[Line 39045] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.IvarGolemRuin.Scrap | Size: 5.634850978851318, 4.753528118133545, 3.4586734771728516
[Line 39046] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.IvarGolemRuin.Scrap | Size: 5.634850978851318, 4.753528118133545, 3.4586734771728516
[Line 39047] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.IvarGolemRuin.Scrap | Size: 4.856233596801758, 4.096691131591797, 2.98075795173645
[Line 39048] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.IvarGolemRuin.Scrap | Size: 4.856233596801758, 4.096691131591797, 2.98075795173645
[Line 39049] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.IvarGolemRuin.Scrap | Size: 4.856233596801758, 4.096691131591797, 2.98075795173645
[Line 39050] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.IvarGolemRuin.Scrap | Size: 4.856233596801758, 4.096691131591797, 2.98075795173645
[Line 39051] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Note1 | Size: 0.8570255041122437, 0.0863310769200325, 1.6459804773330688
[Line 39052] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Note2 | Size: 0.8568481802940369, 0.0863310769200325, 1.6459804773330688
[Line 39053] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.Objects.Paper | Size: 1.399999976158142, 1, 0.05000000074505806
[Line 39054] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 58.12710952758789, 4, 2.0004453659057617
[Line 39055] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 36.000083923339844, 4.4000244140625, 1.2003777027130127
[Line 39056] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.1026611328125, 3.9998939037323, 1.199889898300171
[Line 39057] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 14.062193870544434, 4.4000244140625, 1.200219750404358
[Line 39058] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.26582336425781, 4, 1.9999797344207764
[Line 39059] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.1055908203125, 4.000023365020752, 1.2001560926437378
[Line 39060] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 30.15791130065918, 4.4000244140625, 1.2000654935836792
[Line 39061] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 7.999917507171631, 4.400007247924805, 1.2000595331192017
[Line 39062] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.262527465820312, 4.0001606941223145, 1.1999170780181885
[Line 39063] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.261655807495117, 4.000023365020752, 1.2002159357070923
[Line 39064] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.25910758972168, 4.000023365020752, 1.1997392177581787
[Line 39065] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.26582336425781, 4, 1.9999797344207764
[Line 39066] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.44852447509766, 4, 1.9997007846832275
[Line 39067] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 62.257266998291016, 4, 2.000250816345215
[Line 39068] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 86, 4, 2
[Line 39069] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.10595703125, 4, 1.2001953125
[Line 39070] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 44, 4.4000244140625, 1.2001953125
[Line 39071] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 30.62005615234375, 4.000402927398682, 1.6001569032669067
[Line 39072] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 78.05915069580078, 4, 1.1998684406280518
[Line 39073] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.09724426269531, 4, 1.99995756149292
[Line 39074] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 18.10699462890625, 4.000023365020752, 1.2001560926437378
[Line 39075] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 36.00001907348633, 4.399996280670166, 1.2001838684082031
[Line 39076] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 25.999826431274414, 4.399940490722656, 1.1997392177581787
[Line 39077] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.263418197631836, 3.99991512298584, 1.2000329494476318
[Line 39078] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 32.00019073486328, 4.399954319000244, 1.200027585029602
[Line 39079] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.267501831054688, 3.9998939037323, 1.200027585029602
[Line 39080] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 32.00019073486328, 4.399954319000244, 1.200027585029602
[Line 39081] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.757442474365234, 4, 1.2003535032272339
[Line 39082] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 32, 4.399994850158691, 1.2003535032272339
[Line 39083] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 32, 4.399973392486572, 1.2002909183502197
[Line 39084] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.314563751220703, 4, 1.1998482942581177
[Line 39085] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 32.00020980834961, 4.399876594543457, 1.1999179124832153
[Line 39086] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 80.07476043701172, 4.000026226043701, 2.000136137008667
[Line 39087] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.99970245361328, 4.399895191192627, 1.1998984813690186
[Line 39088] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.31146812438965, 3.99991512298584, 1.1998984813690186
[Line 39089] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.313650131225586, 3.99991512298584, 1.2003406286239624
[Line 39090] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 37.41677474975586, 3.9998908042907715, 1.9997626543045044
[Line 39091] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 33.149314880371094, 4.399961948394775, 1.2000173330307007
[Line 39092] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 66.90620422363281, 3.999941825866699, 2.0000598430633545
[Line 39093] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 69.6343994140625, 3.999941825866699, 2.0000598430633545
[Line 39094] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.312950134277344, 3.9996845722198486, 1.199842095375061
[Line 39095] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 37.000091552734375, 4.400008678436279, 1.1999969482421875
[Line 39096] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 54.40407180786133, 3.9999661445617676, 1.9999991655349731
[Line 39097] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.31501007080078, 3.999652147293091, 1.2003480195999146
[Line 39098] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 24.15850830078125, 3.9999494552612305, 1.1998456716537476
[Line 39099] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.LargeBanner.Part | Size: 15.52192211151123, 0.6742178201675415, 0.30963781476020813
[Line 39100] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.LargeBanner.Part | Size: 34.28974914550781, 1.4894263744354248, 0.684026300907135
[Line 39101] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.LargeBanner.Part | Size: 34.28974914550781, 1.4894263744354248, 0.684026300907135
[Line 39102] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 28.343965530395508, 2.0000319480895996, 2.3997368812561035
[Line 39103] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39104] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39105] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39106] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39107] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39108] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1.0000563859939575, 0.40000221133232117
[Line 39109] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1.0000563859939575, 0.40000221133232117
[Line 39110] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 79.9999771118164, 0.8000044226646423, 3.9999635219573975
[Line 39111] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1.0000563859939575, 0.40000221133232117
[Line 39112] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1.0000563859939575, 0.40000221133232117
[Line 39113] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1, 0.3997794985771179
[Line 39114] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1, 0.39980068802833557
[Line 39115] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1, 0.39980068802833557
[Line 39116] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1, 0.39980068802833557
[Line 39117] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 32.1419677734375, 1.6001569032669067, 2.0004241466522217
[Line 39118] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 28.345369338989258, 1.6000298261642456, 1.99995756149292
[Line 39119] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 57.91109085083008, 4.000026226043701, 2.000136137008667
[Line 39120] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.312047958374023, 4.0000901222229, 1.2002378702163696
[Line 39121] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.314451217651367, 4.000013828277588, 1.2003575563430786
[Line 39122] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 17.00005340576172, 4.399839878082275, 1.1998984813690186
[Line 39123] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 28.318994522094727, 3.9998939037323, 1.2003406286239624
[Line 39124] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor1 | Size: 31.99968147277832, 4.399839878082275, 1.1998984813690186
[Line 39125] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.LargeBanner.Part | Size: 19.463451385498047, 29.112506866455078, 0.09318363666534424
[Line 39126] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 11.498067855834961, 3.9999468326568604, 3.0000393390655518
[Line 39127] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 19.001605987548828, 4.000058650970459, 1.9999443292617798
[Line 39128] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 20.673524856567383, 4.000039100646973, 2.0002076625823975
[Line 39129] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 20.673627853393555, 3.9999501705169678, 2.0001232624053955
[Line 39130] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 24.001707077026367, 4.000032901763916, 1.999755620956421
[Line 39131] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Wedge | Size: 1.9999483823776245, 3.569033622741699, 17.45341682434082
[Line 39132] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 23.60019302368164, 13.200136184692383, 0.4001622200012207
[Line 39133] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 27.999807357788086, 4.000027179718018, 2.000164031982422
[Line 39134] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 15.200065612792969, 8.00002384185791, 0.3998159170150757
[Line 39135] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 8.799981117248535, 3.9999771118164062, 0.39981845021247864
[Line 39136] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 20.673667907714844, 3.999976873397827, 1.9996933937072754
[Line 39137] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 10.000251770019531, 6.400007247924805, 0.4000304937362671
[Line 39138] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Wedge | Size: 1.9999483823776245, 3.569033622741699, 1.8062525987625122
[Line 39139] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 19.001605987548828, 4.00002908706665, 1.9999456405639648
[Line 39140] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 9.673617362976074, 3.9999256134033203, 2.00022029876709
[Line 39141] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 20.673524856567383, 3.9999799728393555, 1.9996449947357178
[Line 39142] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 15.200065612792969, 8.000053405761719, 0.39981845021247864
[Line 39143] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Wedge | Size: 1.9999428987503052, 19.24991798400879, 3.380568504333496
[Line 39144] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 24.001707077026367, 4.000032901763916, 1.999755620956421
[Line 39145] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 20.673627853393555, 3.999922513961792, 2.000126361846924
[Line 39146] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 46.67384338378906, 4.000205039978027, 2.0000414848327637
[Line 39147] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 14.673511505126953, 4.00031042098999, 1.999806523323059
[Line 39148] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 27.999807357788086, 3.999936819076538, 1.9996306896209717
[Line 39149] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 28.343965530395508, 2.0000319480895996, 2.3997368812561035
[Line 39150] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39151] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.400102823972702
[Line 39152] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39153] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740172386169434, 0.9998612403869629, 0.4001157283782959
[Line 39154] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1.0000563859939575, 0.40000221133232117
[Line 39155] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1.0000526905059814, 0.40002337098121643
[Line 39156] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.740151405334473, 1.0000563859939575, 0.40000221133232117
[Line 39157] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1, 0.39980068802833557
[Line 39158] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1, 0.39980068802833557
[Line 39159] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Armor2 | Size: 12.739663124084473, 1, 0.39980068802833557
[Line 39160] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 32.1419677734375, 1.6001569032669067, 2.0004241466522217
[Line 39161] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 32.1419677734375, 1.6001569032669067, 2.0004241466522217
[Line 39162] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 28.345369338989258, 1.6000298261642456, 1.99995756149292
[Line 39163] [Output:5553]: [PART] ReplicatedStorage.RS.Modules.Cutscenes.SailingFenrir.Model.Part | Size: 30.213970184326172, 1.600001335144043, 1.99995756149292
